Program,Year,County,Commodity,Value
SURVEY,2018,LINCOLN,CATTLE,"4,800"
SURVEY,2018,LINCOLN,CATTLE,"3,200"
SURVEY,2018,MECKLENBURG,CATTLE, (D)
SURVEY,2018,MECKLENBURG,CATTLE, (D)
SURVEY,2018,MONTGOMERY,CATTLE,"3,300"
SURVEY,2018,MOORE,CATTLE, (D)
SURVEY,2018,RICHMOND,CATTLE,"1,500"
SURVEY,2018,STANLY,CATTLE,"8,200"
SURVEY,2018,STANLY,CATTLE,300
SURVEY,2018,UNION,CATTLE,"11,000"
SURVEY,2018,UNION,CATTLE,100
SURVEY,2018,BUNCOMBE,CATTLE,"7,500"
SURVEY,2018,BUNCOMBE,CATTLE,800
SURVEY,2018,BURKE,CATTLE,"2,800"
SURVEY,2018,BURKE,CATTLE, (D)
SURVEY,2018,CHEROKEE,CATTLE, (D)
SURVEY,2018,CHEROKEE,CATTLE, (D)
SURVEY,2018,CLAY,CATTLE,"1,200"
SURVEY,2018,CLAY,CATTLE, (D)
SURVEY,2018,GRAHAM,CATTLE, (D)
SURVEY,2018,GRAHAM,CATTLE, (D)
SURVEY,2018,HAYWOOD,CATTLE,"4,800"
SURVEY,2018,HAYWOOD,CATTLE,"1,200"
SURVEY,2018,HENDERSON,CATTLE, (D)
SURVEY,2018,HENDERSON,CATTLE, (D)
SURVEY,2018,JACKSON,CATTLE,900
SURVEY,2018,JACKSON,CATTLE, (D)
SURVEY,2018,MACON,CATTLE,"2,000"
SURVEY,2018,MACON,CATTLE, (D)
SURVEY,2018,MADISON,CATTLE,"3,700"
SURVEY,2018,MADISON,CATTLE, (D)
SURVEY,2018,MCDOWELL,CATTLE,"1,300"
SURVEY,2018,MCDOWELL,CATTLE,300
SURVEY,2018,MITCHELL,CATTLE,"1,000"
SURVEY,2018,MITCHELL,CATTLE, (D)
SURVEY,2018,POLK,CATTLE,"1,800"
SURVEY,2018,POLK,CATTLE, (D)
SURVEY,2018,RUTHERFORD,CATTLE,"4,600"
SURVEY,2018,RUTHERFORD,CATTLE, (D)
SURVEY,2018,SWAIN,CATTLE,400
SURVEY,2018,TRANSYLVANIA,CATTLE,"1,000"
SURVEY,2018,TRANSYLVANIA,CATTLE, (D)
SURVEY,2018,YANCEY,CATTLE,"2,600"
SURVEY,2018,YANCEY,CATTLE, (D)
SURVEY,2018,BEAUFORT,COTTON, (D)
SURVEY,2018,GREENE,COTTON, (D)
SURVEY,2018,JONES,COTTON, (D)
SURVEY,2018,LENOIR,COTTON, (D)
SURVEY,2018,PITT,COTTON, (D)
SURVEY,2018,WILSON,COTTON, (D)
SURVEY,2018,BERTIE,COTTON, (D)
SURVEY,2018,CHOWAN,COTTON, (D)
SURVEY,2018,EDGECOMBE,COTTON, (D)
SURVEY,2018,GATES,COTTON, (D)
SURVEY,2018,HALIFAX,COTTON,"116,750"
SURVEY,2018,HERTFORD,COTTON, (D)
SURVEY,2018,MARTIN,COTTON, (D)
SURVEY,2018,NASH,COTTON, (D)
SURVEY,2018,NORTHAMPTON,COTTON,"61,450"
SURVEY,2018,PERQUIMANS,COTTON, (D)
SURVEY,2018,BLADEN,COTTON, (D)
SURVEY,2018,CUMBERLAND,COTTON, (D)
SURVEY,2018,DUPLIN,COTTON, (D)
SURVEY,2018,HOKE,COTTON, (D)
SURVEY,2018,ROBESON,COTTON, (D)
SURVEY,2018,SAMPSON,COTTON, (D)
SURVEY,2018,ANSON,COTTON, (D)
SURVEY,2018,STANLY,COTTON, (D)
SURVEY,2018,OTHER COUNTIES,TURKEYS,"991,500"
SURVEY,2018,BEAUFORT,COTTON,"10,800"
SURVEY,2018,BEAUFORT,SOYBEANS,"61,900"
SURVEY,2018,BEAUFORT,TURKEYS, (D)
SURVEY,2018,BEAUFORT,WHEAT,"8,270"
SURVEY,2018,CARTERET,TURKEYS, (D)
SURVEY,2018,CRAVEN,CORN,"18,900"
SURVEY,2018,CRAVEN,CORN,"18,300"
SURVEY,2018,CRAVEN,COTTON,"4,600"
SURVEY,2018,CRAVEN,SOYBEANS,"21,500"
SURVEY,2018,CRAVEN,WHEAT,880
SURVEY,2018,GREENE,CORN,"9,800"
SURVEY,2018,GREENE,CORN,"9,440"
SURVEY,2018,GREENE,COTTON,"7,100"
SURVEY,2018,GREENE,SOYBEANS,"33,500"
SURVEY,2018,GREENE,TOBACCO,"6,390"
SURVEY,2018,GREENE,TURKEYS,"1,150,000"
SURVEY,2018,GREENE,WHEAT,"5,610"
SURVEY,2018,HYDE,CORN,"35,800"
SURVEY,2018,HYDE,CORN,"34,100"
SURVEY,2018,HYDE,SOYBEANS,"32,600"
SURVEY,2018,JOHNSTON,CORN,"9,800"
SURVEY,2018,JOHNSTON,CORN,"9,350"
SURVEY,2018,JOHNSTON,COTTON,"5,000"
SURVEY,2018,JOHNSTON,SOYBEANS,"51,500"
SURVEY,2018,JOHNSTON,SWEET POTATOES,"8,130"
SURVEY,2018,JOHNSTON,TOBACCO,"8,110"
SURVEY,2018,JOHNSTON,TURKEYS,"500,000"
SURVEY,2018,JOHNSTON,WHEAT,"5,800"
SURVEY,2018,JONES,CORN,"16,100"
SURVEY,2018,JONES,CORN,"15,400"
SURVEY,2018,JONES,COTTON,"11,500"
SURVEY,2018,JONES,TURKEYS,"400,000"
SURVEY,2018,JONES,WHEAT,"3,450"
SURVEY,2018,LENOIR,CORN,"22,300"
SURVEY,2018,LENOIR,CORN,"21,300"
SURVEY,2018,LENOIR,COTTON,"9,600"
SURVEY,2018,LENOIR,PEANUTS,"1,250"
SURVEY,2018,LENOIR,SOYBEANS,"34,300"
SURVEY,2018,LENOIR,SWEET POTATOES,"3,150"
SURVEY,2018,LENOIR,TOBACCO,"6,140"
SURVEY,2018,LENOIR,TURKEYS,"1,750,000"
SURVEY,2018,LENOIR,WHEAT,"5,800"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"62,800"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"59,100"
SURVEY,2018,OTHER (COMBINED) COUNTIES,COTTON,"7,900"
SURVEY,2018,OTHER (COMBINED) COUNTIES,PEANUTS,"9,250"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"22,800"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SWEET POTATOES,"24,820"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"6,060"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"5,540"
SURVEY,2018,PAMLICO,CORN,"14,900"
SURVEY,2018,PAMLICO,CORN,"14,400"
SURVEY,2018,PAMLICO,SOYBEANS,"15,800"
SURVEY,2018,PAMLICO,TURKEYS, (D)
SURVEY,2018,PITT,CORN,"21,400"
SURVEY,2018,PITT,CORN,"20,300"
SURVEY,2018,PITT,COTTON,"14,400"
SURVEY,2018,PITT,PEANUTS,"5,900"
SURVEY,2018,PITT,SOYBEANS,"58,600"
SURVEY,2018,PITT,TOBACCO,"6,510"
SURVEY,2018,PITT,TURKEYS, (D)
SURVEY,2018,PITT,WHEAT,"4,200"
SURVEY,2018,WAYNE,CORN,"25,800"
SURVEY,2018,WAYNE,CORN,"24,300"
SURVEY,2018,WAYNE,COTTON,"7,000"
SURVEY,2018,WAYNE,PEANUTS,"4,100"
SURVEY,2018,WAYNE,SOYBEANS,"53,200"
SURVEY,2018,WAYNE,TOBACCO,"7,750"
SURVEY,2018,WAYNE,TURKEYS,"5,100,000"
SURVEY,2018,WAYNE,WHEAT,"16,300"
SURVEY,2018,WILSON,CORN,"9,400"
SURVEY,2018,WILSON,CORN,"9,010"
SURVEY,2018,WILSON,COTTON,"8,000"
SURVEY,2018,WILSON,SOYBEANS,"34,300"
SURVEY,2018,WILSON,TOBACCO,"7,740"
SURVEY,2018,WILSON,TURKEYS, (D)
SURVEY,2018,WILSON,WHEAT,"4,150"
SURVEY,2018,ALEXANDER,WHEAT,920
SURVEY,2018,CATAWBA,CORN,"4,600"
SURVEY,2018,CATAWBA,CORN,"3,910"
SURVEY,2018,CATAWBA,SOYBEANS,"8,830"
SURVEY,2018,CATAWBA,TURKEYS, (D)
SURVEY,2018,CATAWBA,WHEAT,"3,260"
SURVEY,2018,CHATHAM,CORN,"3,400"
SURVEY,2018,CHATHAM,CORN,"2,550"
SURVEY,2018,CHATHAM,TURKEYS, (D)
SURVEY,2018,DAVIDSON,CORN,"6,900"
SURVEY,2018,DAVIDSON,CORN,"4,980"
SURVEY,2018,DAVIDSON,SOYBEANS,"11,300"
SURVEY,2018,DAVIDSON,TURKEYS, (D)
SURVEY,2018,DAVIDSON,WHEAT,"2,000"
SURVEY,2018,DAVIE,CORN,"6,400"
SURVEY,2018,DAVIE,CORN,"5,630"
SURVEY,2018,DAVIE,SOYBEANS,"10,000"
SURVEY,2018,DAVIE,WHEAT,"2,700"
SURVEY,2018,IREDELL,CORN,"15,900"
SURVEY,2018,IREDELL,CORN,"8,670"
SURVEY,2018,IREDELL,SOYBEANS,"19,000"
SURVEY,2018,IREDELL,TURKEYS, (D)
SURVEY,2018,LEE,TOBACCO,"1,440"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,300"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"1,500"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"10,070"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"5,260"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"4,380"
SURVEY,2018,RANDOLPH,CORN,"6,700"
SURVEY,2018,RANDOLPH,CORN,"4,530"
SURVEY,2018,RANDOLPH,SOYBEANS,"10,200"
SURVEY,2018,RANDOLPH,TURKEYS, (D)
SURVEY,2018,RANDOLPH,WHEAT,"2,500"
SURVEY,2018,ROWAN,CORN,"10,500"
SURVEY,2018,ROWAN,CORN,"8,750"
SURVEY,2018,ROWAN,SOYBEANS,"19,500"
SURVEY,2018,ROWAN,TURKEYS, (D)
SURVEY,2018,ROWAN,WHEAT,"4,700"
SURVEY,2018,WAKE,CORN,800
SURVEY,2018,WAKE,CORN,480
SURVEY,2018,WAKE,SOYBEANS,"12,100"
SURVEY,2018,WAKE,TURKEYS,"3,500"
SURVEY,2018,WAKE,WHEAT,"1,840"
SURVEY,2018,BERTIE,CORN,"10,500"
SURVEY,2018,BERTIE,CORN,"10,000"
SURVEY,2018,BERTIE,COTTON,"25,900"
SURVEY,2018,BERTIE,PEANUTS,"8,200"
SURVEY,2018,BERTIE,SOYBEANS,"30,700"
SURVEY,2018,BERTIE,WHEAT,"6,180"
SURVEY,2018,CAMDEN,CORN,"17,500"
SURVEY,2018,CAMDEN,CORN,"17,100"
SURVEY,2018,CAMDEN,SOYBEANS,"30,100"
SURVEY,2018,CAMDEN,WHEAT,"4,810"
SURVEY,2018,CHOWAN,CORN,"4,400"
SURVEY,2018,CHOWAN,CORN,"4,300"
SURVEY,2018,CHOWAN,COTTON,"10,400"
SURVEY,2018,CHOWAN,PEANUTS,"4,300"
SURVEY,2018,CHOWAN,SOYBEANS,"17,000"
SURVEY,2018,CURRITUCK,CORN,"13,100"
SURVEY,2018,CURRITUCK,CORN,"12,400"
SURVEY,2018,CURRITUCK,SOYBEANS,"16,900"
SURVEY,2018,CURRITUCK,WHEAT,"4,000"
SURVEY,2018,EDGECOMBE,CORN,"12,400"
SURVEY,2018,EDGECOMBE,CORN,"11,800"
SURVEY,2018,EDGECOMBE,COTTON,"26,000"
SURVEY,2018,EDGECOMBE,SOYBEANS,"40,000"
SURVEY,2018,EDGECOMBE,WHEAT,"8,360"
SURVEY,2018,GATES,CORN,"6,400"
SURVEY,2018,GATES,CORN,"6,210"
SURVEY,2018,GATES,COTTON,"13,600"
SURVEY,2018,GATES,PEANUTS,"2,900"
SURVEY,2018,GATES,SOYBEANS,"17,600"
SURVEY,2018,GATES,TURKEYS, (D)
SURVEY,2018,GATES,WHEAT,"5,520"
SURVEY,2018,HALIFAX,CORN,"7,600"
SURVEY,2018,HALIFAX,CORN,"6,960"
SURVEY,2018,HALIFAX,COTTON,"45,200"
SURVEY,2018,HALIFAX,PEANUTS,"6,800"
SURVEY,2018,HALIFAX,SOYBEANS,"33,600"
SURVEY,2018,HALIFAX,TOBACCO,"3,320"
SURVEY,2018,HERTFORD,CORN,"9,200"
SURVEY,2018,HERTFORD,CORN,"8,570"
SURVEY,2018,HERTFORD,COTTON,"14,900"
SURVEY,2018,HERTFORD,PEANUTS,"4,400"
SURVEY,2018,HERTFORD,WHEAT,"1,880"
SURVEY,2018,MARTIN,CORN,"5,700"
SURVEY,2018,MARTIN,CORN,"4,880"
SURVEY,2018,MARTIN,COTTON,"30,900"
SURVEY,2018,MARTIN,PEANUTS,"8,100"
SURVEY,2018,MARTIN,SOYBEANS,"21,600"
SURVEY,2018,MARTIN,TURKEYS, (D)
SURVEY,2018,MARTIN,WHEAT,"2,520"
SURVEY,2018,NASH,COTTON,"9,600"
SURVEY,2018,NASH,SOYBEANS,"29,400"
SURVEY,2018,NASH,TOBACCO,"8,270"
SURVEY,2018,NASH,WHEAT,"1,810"
SURVEY,2018,NORTHAMPTON,CORN,"9,800"
SURVEY,2018,NORTHAMPTON,CORN,"9,600"
SURVEY,2018,NORTHAMPTON,COTTON,"40,700"
SURVEY,2018,NORTHAMPTON,PEANUTS,"5,900"
SURVEY,2018,NORTHAMPTON,WHEAT,"5,450"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,600"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,380"
SURVEY,2018,OTHER (COMBINED) COUNTIES,COTTON,"3,600"
SURVEY,2018,OTHER (COMBINED) COUNTIES,PEANUTS,"10,100"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"44,600"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SWEET POTATOES,"19,800"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"17,710"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"8,610"
SURVEY,2018,PASQUOTANK,CORN,"17,000"
SURVEY,2018,PASQUOTANK,CORN,"16,300"
SURVEY,2018,PASQUOTANK,SOYBEANS,"49,000"
SURVEY,2018,PASQUOTANK,WHEAT,"6,070"
SURVEY,2018,PERQUIMANS,CORN,"13,100"
SURVEY,2018,PERQUIMANS,CORN,"12,900"
SURVEY,2018,PERQUIMANS,COTTON,"8,800"
SURVEY,2018,PERQUIMANS,SOYBEANS,"45,400"
SURVEY,2018,PERQUIMANS,WHEAT,"12,700"
SURVEY,2018,TYRRELL,CORN,"25,400"
SURVEY,2018,TYRRELL,CORN,"24,400"
SURVEY,2018,TYRRELL,SOYBEANS,"29,600"
SURVEY,2018,TYRRELL,WHEAT,"8,180"
SURVEY,2018,WASHINGTON,CORN,"31,300"
SURVEY,2018,WASHINGTON,CORN,"30,200"
SURVEY,2018,WASHINGTON,COTTON,"10,400"
SURVEY,2018,WASHINGTON,PEANUTS,"1,300"
SURVEY,2018,WASHINGTON,SOYBEANS,"39,500"
SURVEY,2018,WASHINGTON,WHEAT,"5,910"
SURVEY,2018,ALLEGHANY,TURKEYS, (D)
SURVEY,2018,ASHE,TURKEYS, (D)
SURVEY,2018,AVERY,TURKEYS, (D)
SURVEY,2018,CALDWELL,TURKEYS, (D)
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,900"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"1,700"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"13,400"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"3,340"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"3,700"
SURVEY,2018,SURRY,CORN,"12,200"
SURVEY,2018,SURRY,CORN,"10,800"
SURVEY,2018,SURRY,TOBACCO,"2,660"
SURVEY,2018,SURRY,TURKEYS, (D)
SURVEY,2018,WILKES,CORN,"7,100"
SURVEY,2018,WILKES,CORN,"4,000"
SURVEY,2018,WILKES,TURKEYS, (D)
SURVEY,2018,YADKIN,CORN,"13,200"
SURVEY,2018,YADKIN,CORN,"11,100"
SURVEY,2018,YADKIN,SOYBEANS,"20,500"
SURVEY,2018,YADKIN,TURKEYS, (D)
SURVEY,2018,YADKIN,WHEAT,"3,400"
SURVEY,2018,ALAMANCE,CORN,"3,600"
SURVEY,2018,ALAMANCE,CORN,"2,810"
SURVEY,2018,ALAMANCE,SOYBEANS,"4,850"
SURVEY,2018,ALAMANCE,TOBACCO,990
SURVEY,2018,ALAMANCE,TURKEYS, (D)
SURVEY,2018,ALAMANCE,WHEAT,950
SURVEY,2018,CASWELL,SOYBEANS,"2,690"
SURVEY,2018,CASWELL,TOBACCO,"2,590"
SURVEY,2018,CASWELL,WHEAT,850
SURVEY,2018,DURHAM,TURKEYS, (D)
SURVEY,2018,FORSYTH,TURKEYS, (D)
SURVEY,2018,FRANKLIN,CORN,"2,200"
SURVEY,2018,FRANKLIN,CORN,"1,700"
SURVEY,2018,FRANKLIN,SOYBEANS,"16,300"
SURVEY,2018,FRANKLIN,TURKEYS, (D)
SURVEY,2018,FRANKLIN,WHEAT,"5,250"
SURVEY,2018,GRANVILLE,CORN,"1,900"
SURVEY,2018,GRANVILLE,CORN,"1,410"
SURVEY,2018,GRANVILLE,SOYBEANS,"4,570"
SURVEY,2018,GRANVILLE,TOBACCO,"2,660"
SURVEY,2018,GRANVILLE,TURKEYS, (D)
SURVEY,2018,GRANVILLE,WHEAT,"2,550"
SURVEY,2018,GUILFORD,CORN,"4,500"
SURVEY,2018,GUILFORD,CORN,"2,620"
SURVEY,2018,GUILFORD,SOYBEANS,"9,590"
SURVEY,2018,GUILFORD,TOBACCO,"1,870"
SURVEY,2018,GUILFORD,TURKEYS, (D)
SURVEY,2018,GUILFORD,WHEAT,"3,250"
SURVEY,2018,ORANGE,CORN,"2,600"
SURVEY,2018,ORANGE,CORN,"2,290"
SURVEY,2018,ORANGE,SOYBEANS,"3,140"
SURVEY,2018,ORANGE,TOBACCO,830
SURVEY,2018,ORANGE,TURKEYS, (D)
SURVEY,2018,ORANGE,WHEAT,"1,000"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,700"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"3,010"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"5,450"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"5,510"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"1,210"
SURVEY,2018,PERSON,CORN,"2,500"
SURVEY,2018,PERSON,CORN,"2,100"
SURVEY,2018,PERSON,SOYBEANS,"11,300"
SURVEY,2018,PERSON,TOBACCO,"4,820"
SURVEY,2018,PERSON,TURKEYS, (D)
SURVEY,2018,PERSON,WHEAT,"4,700"
SURVEY,2018,ROCKINGHAM,CORN,"2,600"
SURVEY,2018,ROCKINGHAM,CORN,"1,520"
SURVEY,2018,ROCKINGHAM,SOYBEANS,"4,980"
SURVEY,2018,ROCKINGHAM,TOBACCO,"3,100"
SURVEY,2018,ROCKINGHAM,TURKEYS, (D)
SURVEY,2018,ROCKINGHAM,WHEAT,"3,500"
SURVEY,2018,STOKES,CORN,"1,600"
SURVEY,2018,STOKES,CORN,"1,400"
SURVEY,2018,STOKES,SOYBEANS,"2,050"
SURVEY,2018,STOKES,TOBACCO,"1,300"
SURVEY,2018,STOKES,TURKEYS, (D)
SURVEY,2018,STOKES,WHEAT,450
SURVEY,2018,VANCE,SOYBEANS,"5,780"
SURVEY,2018,VANCE,TOBACCO,"1,630"
SURVEY,2018,VANCE,WHEAT,"1,090"
SURVEY,2018,WARREN,CORN,"2,300"
SURVEY,2018,WARREN,CORN,"2,040"
SURVEY,2018,WARREN,SOYBEANS,"7,600"
SURVEY,2018,WARREN,TOBACCO,"1,200"
SURVEY,2018,WARREN,WHEAT,"2,300"
SURVEY,2018,BLADEN,CORN,"25,500"
SURVEY,2018,BLADEN,CORN,"23,200"
SURVEY,2018,BLADEN,SOYBEANS,"12,900"
SURVEY,2018,BLADEN,TURKEYS,"1,650,000"
SURVEY,2018,BRUNSWICK,CORN,"7,400"
SURVEY,2018,BRUNSWICK,CORN,"7,100"
SURVEY,2018,BRUNSWICK,SOYBEANS,"5,880"
SURVEY,2018,BRUNSWICK,TURKEYS, (D)
SURVEY,2018,COLUMBUS,COTTON,"3,600"
SURVEY,2018,COLUMBUS,TURKEYS, (D)
SURVEY,2018,CUMBERLAND,CORN,"11,400"
SURVEY,2018,CUMBERLAND,CORN,"10,000"
SURVEY,2018,CUMBERLAND,SOYBEANS,"17,200"
SURVEY,2018,CUMBERLAND,TURKEYS,"790,000"
SURVEY,2018,CUMBERLAND,WHEAT,"4,100"
SURVEY,2018,DUPLIN,CORN,"45,500"
SURVEY,2018,DUPLIN,CORN,"43,700"
SURVEY,2018,DUPLIN,COTTON,"5,340"
SURVEY,2018,DUPLIN,SOYBEANS,"49,600"
SURVEY,2018,DUPLIN,TOBACCO,"2,440"
SURVEY,2018,DUPLIN,TURKEYS,"3,600,000"
SURVEY,2018,DUPLIN,WHEAT,"14,200"
SURVEY,2018,HARNETT,CORN,"4,800"
SURVEY,2018,HARNETT,CORN,"4,710"
SURVEY,2018,HARNETT,COTTON,"6,330"
SURVEY,2018,HARNETT,SOYBEANS,"27,400"
SURVEY,2018,HARNETT,TOBACCO,"6,420"
SURVEY,2018,HARNETT,TURKEYS, (D)
SURVEY,2018,HARNETT,WHEAT,"5,700"
SURVEY,2018,HOKE,TURKEYS,"100,000"
SURVEY,2018,ONSLOW,CORN,"11,200"
SURVEY,2018,ONSLOW,CORN,"10,200"
SURVEY,2018,ONSLOW,SOYBEANS,"11,500"
SURVEY,2018,ONSLOW,TURKEYS,"1,900,000"
SURVEY,2018,ONSLOW,WHEAT,"1,350"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"66,300"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"62,790"
SURVEY,2018,OTHER (COMBINED) COUNTIES,COTTON,"28,230"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"82,720"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SWEET POTATOES,"8,900"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"9,740"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"16,050"
SURVEY,2018,PENDER,TURKEYS,"350,000"
SURVEY,2018,ROBESON,CORN,"59,300"
SURVEY,2018,ROBESON,CORN,"57,100"
SURVEY,2018,ROBESON,COTTON,"10,500"
SURVEY,2018,ROBESON,SOYBEANS,"84,900"
SURVEY,2018,ROBESON,TURKEYS, (D)
SURVEY,2018,ROBESON,WHEAT,"23,500"
SURVEY,2018,SAMPSON,CORN,"34,600"
SURVEY,2018,SAMPSON,CORN,"33,200"
SURVEY,2018,SAMPSON,COTTON,"15,400"
SURVEY,2018,SAMPSON,SOYBEANS,"56,900"
SURVEY,2018,SAMPSON,SWEET POTATOES,"11,600"
SURVEY,2018,SAMPSON,TOBACCO,"10,600"
SURVEY,2018,SAMPSON,TURKEYS,"7,400,000"
SURVEY,2018,SAMPSON,WHEAT,"13,700"
SURVEY,2018,SCOTLAND,WHEAT,"4,100"
SURVEY,2018,ANSON,CORN,"10,600"
SURVEY,2018,ANSON,CORN,"9,800"
SURVEY,2018,ANSON,SOYBEANS,"13,800"
SURVEY,2018,ANSON,TURKEYS,"1,200,000"
SURVEY,2018,CABARRUS,CORN,"4,900"
SURVEY,2018,CABARRUS,CORN,"4,220"
SURVEY,2018,CABARRUS,SOYBEANS,"5,600"
SURVEY,2018,CABARRUS,TURKEYS, (D)
SURVEY,2018,CLEVELAND,CORN,"5,200"
SURVEY,2018,CLEVELAND,CORN,"4,240"
SURVEY,2018,CLEVELAND,SOYBEANS,"14,200"
SURVEY,2018,CLEVELAND,TURKEYS,"415,000"
SURVEY,2018,GASTON,CORN,"1,500"
SURVEY,2018,GASTON,CORN,520
SURVEY,2018,GASTON,TURKEYS, (D)
SURVEY,2018,GASTON,WHEAT,"1,000"
SURVEY,2018,LINCOLN,CORN,"3,600"
SURVEY,2018,LINCOLN,CORN,"1,150"
SURVEY,2018,LINCOLN,SOYBEANS,"9,550"
SURVEY,2018,LINCOLN,WHEAT,"2,310"
SURVEY,2018,MONTGOMERY,TURKEYS, (D)
SURVEY,2018,MOORE,SOYBEANS,"3,900"
SURVEY,2018,MOORE,TURKEYS, (D)
SURVEY,2018,MOORE,WHEAT,"1,570"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"8,100"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"6,970"
SURVEY,2018,OTHER (COMBINED) COUNTIES,COTTON,"7,100"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"28,250"
SURVEY,2018,OTHER (COMBINED) COUNTIES,TOBACCO,"1,600"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,"22,920"
SURVEY,2018,RICHMOND,TURKEYS, (D)
SURVEY,2018,STANLY,CORN,"11,800"
SURVEY,2018,STANLY,CORN,"11,100"
SURVEY,2018,STANLY,COTTON,"10,300"
SURVEY,2018,STANLY,TURKEYS,"800,000"
SURVEY,2018,STANLY,WHEAT,"10,700"
SURVEY,2018,UNION,CORN,"31,300"
SURVEY,2018,UNION,CORN,"30,000"
SURVEY,2018,UNION,SOYBEANS,"60,700"
SURVEY,2018,UNION,TURKEYS,"3,900,000"
SURVEY,2018,UNION,WHEAT,"49,500"
SURVEY,2018,BUNCOMBE,TURKEYS, (D)
SURVEY,2018,BURKE,CORN,"1,000"
SURVEY,2018,BURKE,CORN,860
SURVEY,2018,BURKE,SOYBEANS,860
SURVEY,2018,BURKE,TURKEYS, (D)
SURVEY,2018,CHEROKEE,SOYBEANS,600
SURVEY,2018,CHEROKEE,TURKEYS, (D)
SURVEY,2018,HENDERSON,CORN,"2,800"
SURVEY,2018,HENDERSON,CORN,"2,100"
SURVEY,2018,HENDERSON,SOYBEANS,"1,160"
SURVEY,2018,HENDERSON,TURKEYS, (D)
SURVEY,2018,MACON,TURKEYS, (D)
SURVEY,2018,MADISON,TURKEYS, (D)
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"5,200"
SURVEY,2018,OTHER (COMBINED) COUNTIES,CORN,"2,360"
SURVEY,2018,OTHER (COMBINED) COUNTIES,SOYBEANS,"1,440"
SURVEY,2018,OTHER (COMBINED) COUNTIES,WHEAT,800
SURVEY,2018,RUTHERFORD,CORN,800
SURVEY,2018,RUTHERFORD,CORN,700
SURVEY,2018,RUTHERFORD,SOYBEANS,"1,720"
SURVEY,2018,RUTHERFORD,TURKEYS, (D)
SURVEY,2018,TRANSYLVANIA,CORN,800
SURVEY,2018,TRANSYLVANIA,CORN,480
SURVEY,2018,TRANSYLVANIA,SOYBEANS,"1,020"
SURVEY,2018,TRANSYLVANIA,TURKEYS, (D)
SURVEY,2018,YANCEY,TURKEYS, (D)
SURVEY,2017,OTHER COUNTIES,CATTLE,"92,500"
SURVEY,2017,OTHER COUNTIES,CATTLE,"5,400"
SURVEY,2017,BEAUFORT,CATTLE,500
SURVEY,2017,CARTERET,CATTLE,300
SURVEY,2017,CRAVEN,CATTLE,700
SURVEY,2017,CRAVEN,CATTLE, (D)
SURVEY,2017,GREENE,CATTLE,"1,000"
SURVEY,2017,GREENE,CATTLE, (D)
SURVEY,2017,HYDE,CATTLE, (D)
SURVEY,2017,JOHNSTON,CATTLE, (D)
SURVEY,2017,JONES,CATTLE,600
SURVEY,2017,LENOIR,CATTLE,"1,800"
SURVEY,2017,PAMLICO,CATTLE, (D)
SURVEY,2017,PITT,CATTLE, (D)
